"INTERNAL_ID","VETTING_LEVEL","NAME","BIRTH_DATE","OCCUPATION","PASSPORT_COUNTRY","COUNTRIES_VISITED","COUNTRY_1","COUNTRY_2","COUNTRY_3","COUNTRIES_VISITED_COUNT","AGE","VETTING_LEVEL_DESC","ARRIVAL_AIRPORT_STATE","DEPARTURE_AIRPORT_IATA","ARRIVAL_AIRPORT_MUNICIPALITY","ARRIVAL_AIRPORT_IATA","ARRIVAL_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_REGION","DEPARTURE_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_MUNICIPALITY","Category"
"304","10","Jennifer Cassie May","1974-01-26","Television camera operator","Brazil","KZ,RS,UZ,BR,CU,BY,EC,PH,NG,VN","KZ","RS","UZ","10","43","High Risk","FL","KGF","Valparaiso","VPS","US","KZ-KAR","KZ","Karaganda","Arts"
"307","100","Beth Carrie Thomas","1976-11-15","Education administrator","Ghana","RU","RU",,,"1","40","Unvetted","AR","KJA","Little Rock","LIT","US","RU-KYA","RU","Krasnoyarsk","Education"
"311","30","Amber Smith","1995-11-04","Estate manager/land agent","Brazil","AE","AE",,,"1","21","Low Risk","IL","SHJ","Chicago/Rockford","RFD","US","AE-SH","AE","Sharjah","Construction"
"314","100","Heather Steffey Fox","1982-12-14","Designer, ceramics/pottery","Ghana","QA,LY","QA","LY",,"2","34","Unvetted","WV","DOH","Huntington","HTS","US","QA-DA","QA","Doha","Retail"
"317","100","Kellye Anny Mcknight","1974-12-20","Learning disability nurse","Ghana","KE,EG,SK,HK,TN,DK,AE","KE","EG","SK","7","42","Unvetted","OR","MBA","Portland","PDX","US","KE-300","KE","Mombasa","Medical"
"321","100","Nancy Meghan Davenport","1984-01-11","Nurse, learning disability","Ghana","AE,CO,JP,VN,LV,AT,KH","AE","CO","JP","7","33","Unvetted","FL","DXB","Panama City","PAM","US","AE-DU","AE","Dubai","Medical"
"324","100","Missy Laur Oneal","1979-10-22","Electronics engineer","Ghana","OM","OM",,,"1","37","Unvetted","TX","JNJ","Austin","AUS","US","OM-WU","OM","Duqm","Engineering"
"327","20","Samantha Michele Morrison","1985-03-26","Quality manager","Ghana","RU,CZ","RU","CZ",,"2","31","Medium Risk","FL","GRV","Miami","MIA","US","RU-CE","RU","Grozny","Other"
"331","100","Maria Davenport","1985-08-10","Politician's assistant","Ghana","ES,SD,QA","ES","SD","QA","3","31","Unvetted","MI","BCN","Detroit","DTW","US","ES-CT","ES","Barcelona","Government"
"334","100","Kayla Robinson","1981-12-20","Accommodation manager","Ghana","LB,EG,HK,QA,PK","LB","EG","HK","5","35","Unvetted","TX","BEY","Houston","IAH","US","LB-JL","LB","Beirut","Sports/Travel"
"337","100","Brooke King","1970-05-22","Special effects artist","Ghana","OM,SK,AL","OM","SK","AL","3","46","Unvetted","TX","MCT","Austin","AUS","US","OM-MA","OM","Muscat","Arts"
"896","100","Sadie Williams","1995-02-16","Administrator, sports","Ghana","AE","AE",,,"1","22","Unvetted","NC","DXB","Asheville","AVL","US","AE-DU","AE","Dubai","Sports/Travel"
"899","10","Annette Hill","1979-07-04","Buyer, industrial","Ghana","UZ,SG,TN,NO,TH,LU","UZ","SG","TN","6","37","High Risk","AZ","TAS","Tucson","TUS","US","UZ-TO","UZ","Tashkent","Other"
"901","100","Regina Amanda Hunt","1984-07-21","Ecologist","Ghana","QA,ZA,BE,MA","QA","ZA","BE","4","32","Unvetted","NY","DOH","New York","LGA","US","QA-DA","QA","Doha","Science"
"904","100","Keri Mel Myers","1988-09-03","Doctor, hospital","Ghana","IS,ES,BG,OM","IS","ES","BG","4","28","Unvetted","IN","KEF","South Bend","SBN","US","IS-2","IS","Reykjavík","Medical"
"907","100","Jessica Maynard","1988-04-27","Forensic psychologist","Ghana","AE,DO,KR","AE","DO","KR","3","28","Unvetted","CA","AUH","San Diego","SAN","US","AE-AZ","AE","Abu Dhabi","Medical"
"911","100","Kristy Bradford","1974-05-14","Nurse, children's","Ghana","QA,BH,MA,CY,IL,PH,PE,RS,LK,ES","QA","BH","MA","10","42","Unvetted","FL","DOH","Valparaiso","VPS","US","QA-DA","QA","Doha","Medical"
"914","100","Cindy Nixon","1989-08-19","Event organiser","Ghana","QA,AR","QA","AR",,"2","27","Unvetted","TN","DOH","Chattanooga","CHA","US","QA-DA","QA","Doha","Sports/Travel"
"917","100","Pamela Caldwell","1994-10-11","Architectural technologist","Ghana","CO,OM,MY,MY","CO","OM","MY","4","22","Unvetted","ME","BOG","Portland","PWM","US","CO-CUN","CO","Bogota","Information Technology"
"921","100","Susan Ashlee Parker","1991-08-27","Art therapist","Ghana","DO,FR,AE,KH","DO","FR","AE","4","25","Unvetted","CA","PUJ","San Diego","SAN","US","DO-11","DO","Punta Cana","Medical"
"924","100","Tina Evans","1975-02-25","Production assistant, television","Ghana","BG,RU,SI,EC","BG","RU","SI","4","42","Unvetted","VA","VAR","Norfolk","ORF","US","BG-03","BG","Varna","Arts"
"927","100","Kim Mclean","1972-12-13","Conservation officer, nature","Ghana","JM,QA","JM","QA",,"2","44","Unvetted","SC","KIN","Columbia","CAE","US","JM-01","JM","Kingston","Government"
"931","100","Lins Martinez","1984-12-15","Customer service manager","Ghana","QA,CL,IR,SI,BH","QA","CL","IR","5","32","Unvetted","TX","DOH","Houston","HOU","US","QA-DA","QA","Doha","Retail"
"934","100","Mary Reed","1976-09-04","Clothing/textile technologist","Ghana","PG,IS,IQ,QA,QA","PG","IS","IQ","5","40","Unvetted","LA","POM","Monroe","MLU","US","PG-NCD","PG","Port Moresby","Retail"
"937","100","Stephie Burns","1992-02-19","Occupational hygienist","Ghana","TW,LV,OM","TW","LV","OM","3","25","Unvetted","OK","KHH","Enid","END","US","TW-KHH","TW","Kaohsiung City","Medical"
"941","100","Susan Anna Barrett","1971-06-01","Environmental health practitioner","Ghana","HK,JM,TR,BR,QA","HK","JM","TR","5","45","Unvetted","OH","HKG","Dayton","FFO","US","HK-U-A","HK","Hong Kong","Medical"
"944","100","Lis Whitney Bender","1985-04-27","Geoscientist","Ghana","QA,NO,SD,BY","QA","NO","SD","4","31","Unvetted","NC","DOH","Charlotte","CLT","US","QA-DA","QA","Doha","Science"
"947","100","Nancy Dinnie James","1984-04-05","Designer, exhibition/display","Ghana","CU,RU,LB","CU","RU","LB","3","32","Unvetted","MS","HAV","Columbus","CBM","US","CU-03","CU","Havana","Retail"
"951","100","Elizabeth Neal","1989-12-11","Art therapist","Ghana","RU","RU",,,"1","27","Unvetted","FL","AER","Fort Lauderdale","FLL","US","RU-KDA","RU","Sochi","Medical"
"954","100","Lauren Carla Harvey","1983-03-20","Patent attorney","Ghana","KE,QA","KE","QA",,"2","33","Unvetted","WI","NBO","Madison","MSN","US","KE-110","KE","Nairobi","Legal"
"957","100","Lauren Jones","1974-02-09","Special educational needs teacher","Ghana","BH,RU","BH","RU",,"2","43","Unvetted","CA","BAH","Lompoc","VBG","US","BH-15","BH","Manama","Education"
"961","100","Laura Stevenson","1991-03-16","Podiatrist","Ghana","OM,UA,AU,SK","OM","UA","AU","4","25","Unvetted","NM","JNJ","Alamogordo","HMN","US","OM-WU","OM","Duqm","Medical"
"964","100","Shannon Kim","1972-06-22","Ecologist","Ghana","LB,AE,SN,PH","LB","AE","SN","4","44","Unvetted","TX","BEY","Houston","HOU","US","LB-JL","LB","Beirut","Science"
"967","100","Danielle Benton","1982-08-24","Environmental health practitioner","Ghana","QA,BY,SE","QA","BY","SE","3","34","Unvetted","FL","DOH","Miami","MIA","US","QA-DA","QA","Doha","Medical"
"971","10","Kelly Megan Logan","1971-08-11","Buyer, industrial","Ghana","MY,MX,MA,FR,GR,AE,TR,MT,KG","MY","MX","MA","9","45","High Risk","SC","KUL","Greenville","GSP","US","MY-14","MY","Kuala Lumpur","Other"
"974","100","Amy Yvette Rios","1998-01-11","Psychotherapist, child","Ghana","EC,BG,OM,EG,CH,PL,KH","EC","BG","OM","7","19","Unvetted","TX","UIO","Houston","HOU","US","EC-P","EC","Quito","Medical"
"977","100","Laura Hunt","1987-06-20","Medical laboratory scientific officer","Ghana","UZ,NZ,LK","UZ","NZ","LK","3","29","Unvetted","FL","TAS","Valparaiso","VPS","US","UZ-TO","UZ","Tashkent","Science"
"981","100","Vicki Miller","1979-11-01","Trade mark attorney","Ghana","AE,CN,JP","AE","CN","JP","3","37","Unvetted","NY","DWC","New York","JFK","US","AE-DU","AE","Jebel Ali","Legal"
"984","10","Belinda Knight","2001-03-13","Licensed conveyancer","Ghana","AE,BZ,PK,BN,FR,BE","AE","BZ","PK","6","15","High Risk","NY","DWC","Rochester","ROC","US","AE-DU","AE","Jebel Ali","Other"
"987","100","Sherrie Alvarado","1993-12-19","Facilities manager","Ghana","AE,UZ,AL,IQ,SD,SN,DZ,MX,ME","AE","UZ","AL","9","23","Unvetted","IN","AUH","Indianapolis","IND","US","AE-AZ","AE","Abu Dhabi","Construction"
"991","100","Kristi Stacie Day","1994-08-12","Doctor, hospital","Ghana","RU","RU",,,"1","22","Unvetted","MS","KUF","Columbus","CBM","US","RU-SAM","RU","Samara","Medical"
"994","100","Sherry Booker","1989-10-05","Manufacturing systems engineer","Ghana","OM","OM",,,"1","27","Unvetted","VA","JNJ","Hampton","LFI","US","OM-WU","OM","Duqm","Engineering"
"997","100","Karey Gibbs","1979-10-18","Buyer, retail","Ghana","CZ,PG,MY,JO,DK,UZ","CZ","PG","MY","6","37","Unvetted","CT","PRG","Hartford","BDL","US","CZ-PR","CZ","Prague","Retail"
"1001","100","Kimmy Renee Rice","1984-02-01","Ophthalmologist","Ghana","HR,IL,HK,ID,UZ,DK","HR","IL","HK","6","33","Unvetted","WA","ZAG","Spokane","SKA","US","HR-21","HR","Zagreb","Medical"
"1004","100","Kim Knox","1970-10-10","Retail banker","Ghana","UZ,IQ","UZ","IQ",,"2","46","Unvetted","MN","TAS","Duluth","DLH","US","UZ-TO","UZ","Tashkent","Finance"
"1007","100","Brand Amber Ortega","1996-02-27","Doctor, hospital","Ghana","AR,MY,UZ,JO,PH,NO,CO","AR","MY","UZ","7","21","Unvetted","OR","EZE","Portland","PDX","US","AR-B","AR","Buenos Aires","Medical"
"452","100","Lisa Katie Page","1995-02-28","Photographer","Ghana","CL,LB,OM,NG","CL","LB","OM","4","22","Unvetted","HI","SCL","Honolulu","HNL","US","CL-RM","CL","Santiago","Arts"
"455","100","Jennay Cook","1993-10-05","Naval architect","Ghana","TR,RU,FI,UZ,CN,KG,UZ,NG,LK,TW,EG","TR","RU","FI","11","23","Unvetted","OH","ADA","Toledo","TOL","US","TR-01","TR","Adana","Government"
"458","100","Sasa Missa Lopez","1994-12-10","Fitness centre manager","Ghana","CL,QA,SD","CL","QA","SD","3","22","Unvetted","TN","SCL","Bristol/Johnson/Kingsport","TRI","US","CL-RM","CL","Santiago","Sports/Travel"
"462","100","Karen Thomas","1993-05-29","Architectural technologist","Ghana","CL,AE","CL","AE",,"2","23","Unvetted","TX","SCL","Corpus Christi","CRP","US","CL-RM","CL","Santiago","Information Technology"
"465","100","Chelsea Miles","1976-03-29","Advertising copywriter","Ghana","FI,KH,ET,UY,IQ,ET,OM","FI","KH","ET","7","40","Unvetted","NH","HEL","Manchester","MHT","US","FI-ES","FI","Helsinki","Advertising"
"468","100","Steffi Bettye Marks","1991-02-15","Gaffer","Ghana","AE,SA,SE,IN,CL,KG","AE","SA","SE","6","26","Unvetted","WA","DXB","Spokane","SKA","US","AE-DU","AE","Dubai","Arts"
"472","100","Carla Dawnie Pittman","1975-10-21","Geologist, wellsite","Ghana","AE,SD,MT,MT","AE","SD","MT","4","41","Unvetted","MN","DXB","Rochester","RST","US","AE-DU","AE","Dubai","Science"
"475","100","Jacke Little","1988-06-20","Trading standards officer","Ghana","PH,HR,AE,BG,BA,IE,EG,MY,PK","PH","HR","AE","9","28","Unvetted","LA","DVO","Shreveport","SHV","US","PH-DAV","PH","Davao City","Government"
"478","30","Eliza Greene","1989-10-02","Animal technologist","India","RU,NO,HU","RU","NO","HU","3","27","Low Risk","IA","KUF","Sioux City","SUX","US","RU-SAM","RU","Samara","Other"
"482","20","Julie Rhonda Reilly","1998-12-27","Public librarian","Pakistan","OM","OM",,,"1","18","Medium Risk","IN","JNJ","Fort Wayne","FWA","US","OM-WU","OM","Duqm","Education"
"485","10","Gin Wright","1997-03-09","Quarry manager","Ghana","UZ,IE,CH,NL","UZ","IE","CH","4","20","High Risk","TN","TAS","Chattanooga","CHA","US","UZ-TO","UZ","Tashkent","Other"
"488","100","Denise Brooke Bruce","1978-03-13","Land/geomatics surveyor","Ghana","QA","QA",,,"1","39","Unvetted","IN","DOH","Fort Wayne","FWA","US","QA-DA","QA","Doha","Construction"
"492","100","Patricia Nicky Knight","1979-07-03","Sports therapist","Ghana","UZ,AU,NG,NL,AZ,GR","UZ","AU","NG","6","37","Unvetted","IN","TAS","Fort Wayne","FWA","US","UZ-TO","UZ","Tashkent","Medical"
"495","100","Breanna Chelsey Simmons","1988-09-12","Media planner","Ghana","CZ,RO,NO,ET,QA,BR","CZ","RO","NO","6","28","Unvetted","FL","PRG","Miami","MIA","US","CZ-PR","CZ","Prague","Journalism"
"498","10","Shelley Jensen","1999-09-25","Health visitor","Ghana","HU,RU,DO,CY,VN","HU","RU","DO","5","17","High Risk","AZ","BUD","Tucson","TUS","US","HU-PE","HU","Budapest","Medical"
"500","100","Mindy Trujillo","1978-07-10","Conservator, museum/gallery","Ghana","RU","RU",,,"1","38","Unvetted","IL","GRV","Moline","MLI","US","RU-CE","RU","Grozny","Arts"
"503","100","Abby Harrell","1984-09-24","Biochemist, clinical","Ghana","UZ","UZ",,,"1","32","Unvetted","LA","TAS","Lafayette","LFT","US","UZ-TO","UZ","Tashkent","Science"
"506","30","Besy Rebecc Gibson","1999-12-21","Surveyor, building control","Ghana","SI,UZ","SI","UZ",,"2","17","Low Risk","NC","LJU","Goldsboro","GSB","US","SI-061","SI","Ljubljana","Construction"
"509","100","Kimberly Alicia Bishop","1979-03-04","Scientist, clinical (histocompatibility and immunogenetics)","Ghana","RU","RU",,,"1","38","Unvetted","UT","AER","Salt Lake City","SLC","US","RU-KDA","RU","Sochi","Science"
"510","100","Brenda Nguyen","1972-06-11","Customer service manager","Ghana","JO,NL,KH,QA,IE,KY,BN","JO","NL","KH","7","44","Unvetted","OH","AMM","Dayton","FFO","US","JO-AM","JO","Amman","Retail"
"513","30","Lisa Lei Lindsey","1999-05-23","Designer, television/film set","Ghana","NO,AE","NO","AE",,"2","17","Low Risk","CA","BOO","San Jose","SJC","US","NO-18","NO","Bodø","Arts"
"516","30","Cindi Lei Lara","1997-04-17","Administrator, Civil Service","Ghana","QA","QA",,,"1","19","Low Risk","TN","DOH","Knoxville","TYS","US","QA-DA","QA","Doha","Government"
"519","100","Sadie Chavez","1980-05-26","Tourist information centre manager","Ghana","AE","AE",,,"1","36","Unvetted","NH","DXB","Manchester","MHT","US","AE-DU","AE","Dubai","Sports/Travel"
"520","100","Shelle Teri Fitzgerald","1994-06-22","Statistician","Ghana","TR,AE","TR","AE",,"2","22","Unvetted","AR","GZT","Fort Smith","FSM","US","TR-27","TR","Gaziantep","Engineering"
"523","100","Angela Summer Marks","1977-09-11","IT consultant","Ghana","IN,AE,MT,KR,KR,TR,MX,KY,BY,AZ","IN","AE","MT","10","39","Unvetted","AR","BLR","Little Rock","LIT","US","IN-KA","IN","Bangalore","Information Technology"
"526","100","Jessica Hernandez","1972-07-24","Scientist, research (life sciences)","Ghana","CK,GB,BH,RU,CN,PA,MT","CK","GB","BH","7","44","Unvetted","VA","RAR","Roanoke","ROA","US","CK-U-A","CK","Avarua","Science"
"529","100","Emily Brown","1988-12-31","Solicitor","Ghana","AE,SA","AE","SA",,"2","28","Unvetted","IN","AUH","Fort Wayne","FWA","US","AE-AZ","AE","Abu Dhabi","Legal"
"530","100","Kym Robertson","1979-02-03","Radiographer, therapeutic","Ghana","QA,EG,IQ,CN","QA","EG","IQ","4","38","Unvetted","FL","DOH","West Palm Beach","PBI","US","QA-DA","QA","Doha","Medical"
"533","100","Vicki Holly Griffin","1995-07-16","Medical illustrator","Ghana","OM","OM",,,"1","21","Unvetted","CO","JNJ","Denver","DEN","US","OM-WU","OM","Duqm","Medical"
"536","30","Jen Chavez","1998-11-19","Sales promotion account executive","Ghana","QA","QA",,,"1","18","Low Risk","FL","DOH","Orlando","SFB","US","QA-DA","QA","Doha","Advertising"
"539","100","Debbie Valdez","1985-02-12","Tax adviser","Ghana","BG,HU,BE,DO,IR,DO,GE,CL,SD,MX,UZ,BY","BG","HU","BE","12","32","Unvetted","FL","PDV","Jacksonville","JAX","US","BG-16","BG","Plovdiv","Finance"
"540","100","Jodi Karina Smith","1980-09-23","Administrator, education","Ghana","NO,NO,QA,IS,NL,JO,AT","NO","NO","QA","7","36","Unvetted","PA","OSL","Erie","ERI","US","NO-02","NO","Oslo","Education"
"543","20","Cathie Vazquez","2000-07-30","Nurse, learning disability","Ghana","HK,OM,BS,ET,CK,KZ,NL,KZ,CL,CK","HK","OM","BS","10","16","Medium Risk","AR","HKG","Little Rock","LIT","US","HK-U-A","HK","Hong Kong","Medical"
"546","30","Amber Con Porter","1998-09-13","Optician, dispensing","Ghana","UZ","UZ",,,"1","18","Low Risk","IN","TAS","South Bend","SBN","US","UZ-TO","UZ","Tashkent","Medical"
"549","30","Wendy Clark","1985-06-25","Physiological scientist","Brazil","EC,LU,SE,AE,IL","EC","LU","SE","5","31","Low Risk","SC","LTX","Columbia","CAE","US","EC-X","EC","Latacunga","Science"
"550","100","Angela Davis","1991-04-19","Hydrogeologist","Ghana","OM,IN,IQ,GB","OM","IN","IQ","4","25","Unvetted","NC","JNJ","Raleigh/Durham","RDU","US","OM-WU","OM","Duqm","Science"
"553","100","Nicky Nickie Hernandez","1987-07-02","Architectural technologist","Ghana","OM","OM",,,"1","29","Unvetted","SC","MCT","Charleston","CHS","US","OM-MA","OM","Muscat","Information Technology"
"556","100","Trace Powell","1975-02-08","Civil engineer, contracting","Ghana","KH,RU,AR,BY","KH","RU","AR","4","42","Unvetted","FL","PNH","Panama City","PAM","US","KH-8","KH","Phnom Penh","Engineering"
"559","100","Leslie Hammond","1973-04-24","Field seismologist","Ghana","CH,UZ","CH","UZ",,"2","43","Unvetted","FL","GVA","Tampa","TPA","US","CH-GE","CH","Geneva","Science"
"560","20","Alyssa Perez","1970-08-31","Designer, industrial/product","Ghana","TN,RU,VN,EC","TN","RU","VN","4","46","Medium Risk","UT","NBE","Salt Lake City","SLC","US","TN-51","TN","Enfidha","Other"
"115","100","Kathy Martinez","1980-04-16","Technical sales engineer","Ghana","QA,EG","QA","EG",,"2","36","Unvetted","TN","DOH","Memphis","MEM","US","QA-DA","QA","Doha","Engineering"
"118","10","Judy Martin","1978-01-18","Animal technologist","Ghana","CA,FI,SE,BY,AT,NO,QA,IE,BY","CA","FI","SE","9","39","High Risk","FL","YVR","Jacksonville","JAX","US","CA-BC","CA","Vancouver","Other"
"122","100","Missy Solis","1990-11-04","Furniture conservator/restorer","Ghana","AE,UZ","AE","UZ",,"2","26","Unvetted","OH","DWC","Columbus","LCK","US","AE-DU","AE","Jebel Ali","Arts"
"125","100","Brena Heather Jones","1983-01-25","Architect","Ghana","KZ,KZ,IR,SA,HK,RO,AE,SI,AT,DZ","KZ","KZ","IR","10","34","Unvetted","TX","ALA","Dallas-Fort Worth","DFW","US","KZ-ALM","KZ","Almaty","Construction"
"128","20","Jannie Perez","1986-01-31","Tree surgeon","Brazil","OM,UA","OM","UA",,"2","31","Medium Risk","IA","JNJ","Sioux City","SUX","US","OM-WU","OM","Duqm","Other"
"132","100","Tracy Ashley Walsh","1984-05-05","Theatre stage manager","Ghana","UA,SA,SD,CH,KE,BA,QA,SG,IQ,KG,JP,MY","UA","SA","SD","12","32","Unvetted","FL","KBP","West Palm Beach","PBI","US","UA-32","UA","Kiev","Arts"
"135","100","Lisa Howard","1992-03-02","Community arts worker","Ghana","QA","QA",,,"1","25","Unvetted","WI","DOH","Madison","MSN","US","QA-DA","QA","Doha","Arts"
"138","100","Sheri Hicks","1972-07-05","Research officer, political party","Ghana","AE,CH","AE","CH",,"2","44","Unvetted","AZ","AUH","Glendale","LUF","US","AE-AZ","AE","Abu Dhabi","Government"
"142","100","Vickie Sara Smith","1976-02-26","Administrator, arts","Ghana","BS,QA","BS","QA",,"2","41","Unvetted","FL","NAS","Jacksonville","JAX","US","BS-NP","BS","Nassau","Arts"
"145","100","Patei Wilson","1993-08-08","Tourism officer","Ghana","UZ","UZ",,,"1","23","Unvetted","AZ","TAS","Glendale","LUF","US","UZ-TO","UZ","Tashkent","Sports/Travel"
"148","100","Samantha Tammy Cole","1978-07-13","Corporate treasurer","Ghana","RU,CL,ME,BA,KE,CO,BS","RU","CL","ME","7","38","Unvetted","MI","SVO","Saginaw","MBS","US","RU-MOS","RU","Moscow","Finance"
"152","20","Jo Cunningham","1984-08-02","Agricultural engineer","Ghana","LB,KY,OM","LB","KY","OM","3","32","Medium Risk","VA","BEY","Hampton","LFI","US","LB-JL","LB","Beirut","Engineering"
"155","30","Carrie Chepa Turner","1998-12-21","Merchant navy officer","Ghana","PH,QA","PH","QA",,"2","18","Low Risk","TN","CGY","Knoxville","TYS","US","PH-MSR","PH","Cagayan de Oro City","Other"
"158","100","Michelle Jessey Chandler","1979-02-11","Merchandiser, retail","Ghana","QA,CN,TR","QA","CN","TR","3","38","Unvetted","IN","DOH","South Bend","SBN","US","QA-DA","QA","Doha","Retail"
"162","100","Mary Ashley Henderson","1994-10-03","Further education lecturer","Ghana","AE","AE",,,"1","22","Unvetted","ID","DWC","Boise","BOI","US","AE-DU","AE","Jebel Ali","Education"
"165","20","Jamie Jackson","1994-05-08","Colour technologist","Ghana","IQ,UZ","IQ","UZ",,"2","22","Medium Risk","LA","BSR","Lafayette","LFT","US","IQ-BA","IQ","Basrah","Other"
"168","100","Geny Weber","1973-11-16","Scientist, research (medical)","Ghana","QA,MY","QA","MY",,"2","43","Unvetted","SC","DOH","Columbia","CAE","US","QA-DA","QA","Doha","Science"
"172","100","Sherry Carrie Jacobs","1980-11-11","Theme park manager","Ghana","UZ","UZ",,,"1","36","Unvetted","DC","TAS","Washington","IAD","US","UZ-TO","UZ","Tashkent","Sports/Travel"
"175","100","Stacey Ashlee Adams","1993-01-29","Commercial/residential surveyor","Ghana","CK,OM,UA,BH","CK","OM","UA","4","24","Unvetted","FL","RAR","Fort Myers","RSW","US","CK-U-A","CK","Avarua","Construction"
"178","30","Jessica Kelly Vaughn","1998-11-24","Haematologist","Ghana","KW,UZ","KW","UZ",,"2","18","Low Risk","MI","KWI","Saginaw","MBS","US","KW-FA","KW","Kuwait City","Medical"
"182","100","Wanda Taylor Johnson","1973-07-15","Chemical engineer","Ghana","PL,QA,BA,IE","PL","QA","BA","4","43","Unvetted","GA","POZ","Savannah","SAV","US","PL-WP","PL","Poznań","Engineering"
"185","100","Marye Patel","1980-06-14","Journalist, broadcasting","Ghana","KZ,PL,EG,UY,EG,ES,JO,AE,TR","KZ","PL","EG","9","36","Unvetted","NY","ALA","New York","JFK","US","KZ-ALM","KZ","Almaty","Journalism"
"188","100","Amanda Daniels","1992-05-02","Financial trader","Ghana","ME,RU","ME","RU",,"2","24","Unvetted","MS","TGD","Columbus","CBM","US","ME-16","ME","Podgorica","Finance"
"192","100","Mackenzie Merritt","1986-12-02","Physiological scientist","Ghana","JM,KZ,KR,OM","JM","KZ","KR","4","30","Unvetted","IL","KIN","Chicago/Rockford","RFD","US","JM-01","JM","Kingston","Science"
"195","20","Katie Dominguez","1989-09-02","Heritage manager","Ghana","LU,UZ,HR","LU","UZ","HR","3","27","Medium Risk","TX","LUX","San Antonio","SAT","US","LU-L","LU","Luxembourg","Other"
"198","20","Carrie Jilly Wallace","2001-07-28","Immunologist","Ghana","UY,DZ,PH,ID,UY,UZ,RU","UY","DZ","PH","7","15","Medium Risk","CA","MVD","Lompoc","VBG","US","UY-MO","UY","Montevideo","Medical"
"200","100","Sandr Hart","1984-01-12","Engineer, structural","Ghana","KZ,BS,QA,IT","KZ","BS","QA","4","33","Unvetted","NC","ALA","Asheville","AVL","US","KZ-ALM","KZ","Almaty","Engineering"
"203","100","Jessica Ami Vargas","1994-02-14","Energy engineer","Ghana","RU,QA,UA","RU","QA","UA","3","23","Unvetted","OK","SVO","Tulsa","TUL","US","RU-MOS","RU","Moscow","Engineering"
"206","100","Angil Hood","1985-05-22","Toxicologist","Ghana","KZ,OM,LY,TW","KZ","OM","LY","4","31","Unvetted","TX","KGF","Fort Worth","AFW","US","KZ-KAR","KZ","Karaganda","Science"
"209","100","Jennifer Jacqui Campbell","1995-05-13","Scientist, forensic","Ghana","RU,LV","RU","LV",,"2","21","Unvetted","ID","UFA","Boise","BOI","US","RU-BA","RU","Ufa","Science"
"210","20","Carlye Johnson","1998-11-02","Systems analyst","Ghana","MX,GH,AU,KY,CY,AL,OM","MX","GH","AU","7","18","Medium Risk","TN","PVR","Chattanooga","CHA","US","MX-JAL","MX","Puerto Vallarta","Information Technology"
"213","100","Beki Hale","1973-08-28","Surgeon","Ghana","SI,GB,UZ,AT","SI","GB","UZ","4","43","Unvetted","IN","LJU","Indianapolis","IND","US","SI-061","SI","Ljubljana","Medical"
"215","30","Cristie Moore","1998-07-16","Osteopath","Ghana","KG,LY,QA,DE","KG","LY","QA","4","18","Low Risk","FL","FRU","Orlando","SFB","US","KG-C","KG","Bishkek","Medical"
"218","100","Jessica Cheryl Dunn","1973-05-06","Clinical research associate","Ghana","UZ","UZ",,,"1","43","Unvetted","DC","TAS","Washington","IAD","US","UZ-TO","UZ","Tashkent","Science"
"222","100","Heather Luna","1985-06-24","Phytotherapist","Ghana","JM,QA,LB,BS","JM","QA","LB","4","31","Unvetted","GA","KIN","Warner Robins","WRB","US","JM-01","JM","Kingston","Medical"
"225","100","Shannie Stevens","1983-05-07","Tax adviser","Ghana","OM,AU,IN","OM","AU","IN","3","33","Unvetted","DC","JNJ","Washington","DCA","US","OM-WU","OM","Duqm","Finance"
"787","100","Mackenzie Emi Cooley","2000-11-13","Food technologist","Ghana","JM,AM,TR,QA","JM","AM","TR","4","16","Unvetted","MI","KIN","Detroit","DTW","US","JM-01","JM","Kingston","Science"
"791","100","Allison Stanley","1994-12-04","Psychotherapist, dance movement","Ghana","CH,ET,PL,NZ,SD,IQ,AE,JO","CH","ET","PL","8","22","Unvetted","NY","ZRH","Rochester","ROC","US","CH-ZH","CH","Zurich","Arts"
"794","100","Denise Taylor","1986-08-20","Investment banker, operational","Ghana","CZ,IR,AT,OM,GH","CZ","IR","AT","5","30","Unvetted","FL","PRG","Tallahassee","TLH","US","CZ-PR","CZ","Prague","Finance"
"797","100","Erin Jones","1995-06-02","Automotive engineer","Ghana","MY,VN,RU","MY","VN","RU","3","21","Unvetted","NC","KUL","Charlotte","CLT","US","MY-14","MY","Kuala Lumpur","Engineering"
"802","100","Jessy Sarika Huber","1984-09-15","Engineer, maintenance (IT)","Ghana","IS,SD,LK,AT,SE,QA,SK,IQ,SG,UZ,AZ","IS","SD","LK","11","32","Unvetted","TX","KEF","Fort Worth","AFW","US","IS-2","IS","Reykjavík","Engineering"
"805","100","Emily Brann Lyons","1983-11-25","Psychologist, occupational","Ghana","RU","RU",,,"1","33","Unvetted","TX","VKO","Del Rio","DLF","US","RU-MOS","RU","Moscow","Medical"
"808","10","Jenni Warner","1981-08-17","Midwife","Ghana","HU,RS,FI,CL,TR,UZ","HU","RS","FI","6","35","High Risk","KY","BUD","Louisville","SDF","US","HU-PE","HU","Budapest","Other"
